time,agents_total_distance_moved,agents_total_task_amount_done,completed_tasks,remaining_tasks,tasks_total_amount_left
2831.0,1154.0906261025286,0.0,0,20,3780.0
2832.0,1154.0906261025286,0.0,0,20,3780.0
2833.0,1154.0906261025286,0.0,0,20,3780.0
2834.0,1154.0906261025286,0.0,0,20,3780.0
2835.0,1154.0906261025286,0.0,0,20,3780.0
2836.0,1154.0906261025286,0.0,0,20,3780.0
2837.0,1154.0906261025286,0.0,0,20,3780.0
2838.0,1154.0906261025286,0.0,0,20,3780.0
2839.0,1154.0906261025286,0.0,0,20,3780.0
2840.0,1154.0906261025286,0.0,0,20,3780.0
2841.0,1154.0906261025286,0.0,0,20,3780.0
2842.0,1154.0906261025286,0.0,0,20,3780.0
2843.0,1154.0906261025286,0.0,0,20,3780.0
2844.0,1154.0906261025286,0.0,0,20,3780.0
2845.0,1154.0906261025286,0.0,0,20,3780.0
2846.0,1154.0906261025286,0.0,0,20,3780.0
2847.0,1154.0906261025286,0.0,0,20,3780.0
2848.0,1154.0906261025286,0.0,0,20,3780.0
2849.0,1154.0906261025286,0.0,0,20,3780.0
2850.0,1154.0906261025286,0.0,0,20,3780.0
2851.0,1154.0906261025286,0.0,0,20,3780.0
2852.0,1154.0906261025286,0.0,0,20,3780.0
2853.0,1154.0906261025286,0.0,0,20,3780.0
2854.0,1154.0906261025286,0.0,0,20,3780.0
2855.0,1154.0906261025286,0.0,0,20,3780.0
2856.0,1154.0906261025286,0.0,0,20,3780.0
2857.0,1154.0906261025286,0.0,0,20,3780.0
2858.0,1154.0906261025286,0.0,0,20,3780.0
2859.0,1154.0906261025286,0.0,0,20,3780.0
2860.0,1154.0906261025286,0.0,0,20,3780.0
2861.0,1154.0906261025286,0.0,0,20,3780.0
2862.0,1154.0906261025286,0.0,0,20,3780.0
2863.0,1154.0906261025286,0.0,0,20,3780.0
2864.0,1154.0906261025286,0.0,0,20,3780.0
2865.0,1154.0906261025286,0.0,0,20,3780.0
2866.0,1154.0906261025286,0.0,0,20,3780.0
2867.0,1154.0906261025286,0.0,0,20,3780.0
2868.0,1154.0906261025286,0.0,0,20,3780.0
2869.0,1154.0906261025286,0.0,0,20,3780.0
2870.0,1154.0906261025286,0.0,0,20,3780.0
2871.0,1154.0906261025286,0.0,0,20,3780.0
2872.0,1154.0906261025286,0.0,0,20,3780.0
2873.0,1154.0906261025286,0.0,0,20,3780.0
2874.0,1154.0906261025286,0.0,0,20,3780.0
2875.0,1154.0906261025286,0.0,0,20,3780.0
2876.0,1154.0906261025286,0.0,0,20,3780.0
2877.0,1154.0906261025286,0.0,0,20,3780.0
2878.0,1154.0906261025286,0.0,0,20,3780.0
2879.0,1154.0906261025286,0.0,0,20,3780.0
2880.0,1154.0906261025286,0.0,0,20,3780.0
2881.0,1154.0906261025286,0.0,0,20,3780.0
2882.0,1154.0906261025286,0.0,0,20,3780.0
2883.0,1154.0906261025286,0.0,0,20,3780.0
2884.0,1154.0906261025286,0.0,0,20,3780.0
2885.0,1154.0906261025286,0.0,0,20,3780.0
2886.0,1154.0906261025286,0.0,0,20,3780.0
2887.0,1154.0906261025286,0.0,0,20,3780.0
2888.0,1154.0906261025286,0.0,0,20,3780.0
2889.0,1154.0906261025286,0.0,0,20,3780.0
2890.0,1154.0906261025286,0.0,0,20,3780.0
2891.0,1154.0906261025286,0.0,0,20,3780.0
2892.0,1154.0906261025286,0.0,0,20,3780.0
2893.0,1154.0906261025286,0.0,0,20,3780.0
2894.0,1154.0906261025286,0.0,0,20,3780.0
2895.0,1154.0906261025286,0.0,0,20,3780.0
2896.0,1154.0906261025286,0.0,0,20,3780.0
2897.0,1154.0906261025286,0.0,0,20,3780.0
2898.0,1154.0906261025286,0.0,0,20,3780.0
2899.0,1154.0906261025286,0.0,0,20,3780.0
2900.0,1154.0906261025286,0.0,0,20,3780.0
2901.0,1154.0906261025286,0.0,0,20,3780.0
2902.0,1154.0906261025286,0.0,0,20,3780.0
2903.0,1154.0906261025286,0.0,0,20,3780.0
2904.0,1154.0906261025286,0.0,0,20,3780.0
2905.0,1154.0906261025286,0.0,0,20,3780.0
2906.0,1154.0906261025286,0.0,0,20,3780.0
2907.0,1154.0906261025286,0.0,0,20,3780.0
2908.0,1154.0906261025286,0.0,0,20,3780.0
2909.0,1154.0906261025286,0.0,0,20,3780.0
2910.0,1154.0906261025286,0.0,0,20,3780.0
2911.0,1154.0906261025286,0.0,0,20,3780.0
2912.0,1154.0906261025286,0.0,0,20,3780.0
2913.0,1154.0906261025286,0.0,0,20,3780.0
2914.0,1154.0906261025286,0.0,0,20,3780.0
2915.0,1154.0906261025286,0.0,0,20,3780.0
2916.0,1154.0906261025286,0.0,0,20,3780.0
2917.0,1154.0906261025286,0.0,0,20,3780.0
2918.0,1154.0906261025286,0.0,0,20,3780.0
2919.0,1154.0906261025286,0.0,0,20,3780.0
2920.0,1154.0906261025286,0.0,0,20,3780.0
2921.0,1154.0906261025286,0.0,0,20,3780.0
2922.0,1154.0906261025286,0.0,0,20,3780.0
2923.0,1154.0906261025286,0.0,0,20,3780.0
2924.0,1154.0906261025286,0.0,0,20,3780.0
2925.0,1154.0906261025286,0.0,0,20,3780.0
2926.0,1154.0906261025286,0.0,0,20,3780.0
2927.0,1154.0906261025286,0.0,0,20,3780.0
2928.0,1154.0906261025286,0.0,0,20,3780.0
2929.0,1154.0906261025286,0.0,0,20,3780.0
2930.0,1154.0906261025286,0.0,0,20,3780.0
2931.0,1154.0906261025286,0.0,0,20,3780.0
2932.0,1154.0906261025286,0.0,0,20,3780.0
2933.0,1154.0906261025286,0.0,0,20,3780.0
2934.0,1154.0906261025286,0.0,0,20,3780.0
2935.0,1154.0906261025286,0.0,0,20,3780.0
2936.0,1154.0906261025286,0.0,0,20,3780.0
2937.0,1154.0906261025286,0.0,0,20,3780.0
2938.0,1154.0906261025286,0.0,0,20,3780.0
2939.0,1154.0906261025286,0.0,0,20,3780.0
2940.0,1154.0906261025286,0.0,0,20,3780.0
2941.0,1154.0906261025286,0.0,0,20,3780.0
2942.0,1154.0906261025286,0.0,0,20,3780.0
2943.0,1154.0906261025286,0.0,0,20,3780.0
2944.0,1154.0906261025286,0.0,0,20,3780.0
2945.0,1154.0906261025286,0.0,0,20,3780.0
2946.0,1154.0906261025286,0.0,0,20,3780.0
2947.0,1154.0906261025286,0.0,0,20,3780.0
2948.0,1154.0906261025286,0.0,0,20,3780.0
2949.0,1154.0906261025286,0.0,0,20,3780.0
2950.0,1154.0906261025286,0.0,0,20,3780.0
2951.0,1154.0906261025286,0.0,0,20,3780.0
2952.0,1154.0906261025286,0.0,0,20,3780.0
2953.0,1154.0906261025286,0.0,0,20,3780.0
2954.0,1154.0906261025286,0.0,0,20,3780.0
2955.0,1154.0906261025286,0.0,0,20,3780.0
2956.0,1154.0906261025286,0.0,0,20,3780.0
2957.0,1154.0906261025286,0.0,0,20,3780.0
2958.0,1154.0906261025286,0.0,0,20,3780.0
2959.0,1154.0906261025286,0.0,0,20,3780.0
2960.0,1154.0906261025286,0.0,0,20,3780.0
2961.0,1154.0906261025286,0.0,0,20,3780.0
2962.0,1154.0906261025286,0.0,0,20,3780.0
2963.0,1154.0906261025286,0.0,0,20,3780.0
2964.0,1154.0906261025286,0.0,0,20,3780.0
2965.0,1154.0906261025286,0.0,0,20,3780.0
2966.0,1154.0906261025286,0.0,0,20,3780.0
2967.0,1154.0906261025286,0.0,0,20,3780.0
2968.0,1154.0906261025286,0.0,0,20,3780.0
2969.0,1154.0906261025286,0.0,0,20,3780.0
2970.0,1154.0906261025286,0.0,0,20,3780.0
2971.0,1154.0906261025286,0.0,0,20,3780.0
2972.0,1154.0906261025286,0.0,0,20,3780.0
2973.0,1154.0906261025286,0.0,0,20,3780.0
2974.0,1154.0906261025286,0.0,0,20,3780.0
2975.0,1154.0906261025286,0.0,0,20,3780.0
2976.0,1154.0906261025286,0.0,0,20,3780.0
2977.0,1154.0906261025286,0.0,0,20,3780.0
2978.0,1154.0906261025286,0.0,0,20,3780.0
2979.0,1154.0906261025286,0.0,0,20,3780.0
2980.0,1154.0906261025286,0.0,0,20,3780.0
2981.0,1154.0906261025286,0.0,0,20,3780.0
2982.0,1154.0906261025286,0.0,0,20,3780.0
2983.0,1154.0906261025286,0.0,0,20,3780.0
2984.0,1154.0906261025286,0.0,0,20,3780.0
2985.0,1154.0906261025286,0.0,0,20,3780.0
2986.0,1154.0906261025286,0.0,0,20,3780.0
2987.0,1154.0906261025286,0.0,0,20,3780.0
2988.0,1154.0906261025286,0.0,0,20,3780.0
2989.0,1154.0906261025286,0.0,0,20,3780.0
2990.0,1154.0906261025286,0.0,0,20,3780.0
2991.0,1154.0906261025286,0.0,0,20,3780.0
2992.0,1154.0906261025286,0.0,0,20,3780.0
2993.0,1154.0906261025286,0.0,0,20,3780.0
2994.0,1154.0906261025286,0.0,0,20,3780.0
2995.0,1154.0906261025286,0.0,0,20,3780.0
2996.0,1154.0906261025286,0.0,0,20,3780.0
2997.0,1154.0906261025286,0.0,0,20,3780.0
2998.0,1154.0906261025286,0.0,0,20,3780.0
2999.0,1154.0906261025286,0.0,0,20,3780.0
3000.0,1154.0906261025286,0.0,0,20,3780.0
3001.0,1154.0906261025286,0.0,0,20,3780.0
3002.0,1154.0906261025286,0.0,0,20,3780.0
3003.0,1154.0906261025286,0.0,0,20,3780.0
3004.0,1154.0906261025286,0.0,0,20,3780.0
3005.0,1154.0906261025286,0.0,0,20,3780.0
3006.0,1154.0906261025286,0.0,0,20,3780.0
3007.0,1154.0906261025286,0.0,0,20,3780.0
3008.0,1154.0906261025286,0.0,0,20,3780.0
3009.0,1154.0906261025286,0.0,0,20,3780.0
3010.0,1154.0906261025286,0.0,0,20,3780.0
3011.0,1154.0906261025286,0.0,0,20,3780.0
3012.0,1154.0906261025286,0.0,0,20,3780.0
3013.0,1154.0906261025286,0.0,0,20,3780.0
3014.0,1154.0906261025286,0.0,0,20,3780.0
3015.0,1154.0906261025286,0.0,0,20,3780.0
3016.0,1154.0906261025286,0.0,0,20,3780.0
3017.0,1154.0906261025286,0.0,0,20,3780.0
3018.0,1154.0906261025286,0.0,0,20,3780.0
3019.0,1154.0906261025286,0.0,0,20,3780.0
3020.0,1154.0906261025286,0.0,0,20,3780.0
3021.0,1154.0906261025286,0.0,0,20,3780.0
3022.0,1154.0906261025286,0.0,0,20,3780.0
3023.0,1154.0906261025286,0.0,0,20,3780.0
3024.0,1154.0906261025286,0.0,0,20,3780.0
3025.0,1154.0906261025286,0.0,0,20,3780.0
3026.0,1154.0906261025286,0.0,0,20,3780.0
3027.0,1154.0906261025286,0.0,0,20,3780.0
3028.0,1154.0906261025286,0.0,0,20,3780.0
3029.0,1154.0906261025286,0.0,0,20,3780.0
3030.0,1154.0906261025286,0.0,0,20,3780.0
3031.0,1154.0906261025286,0.0,0,20,3780.0
3032.0,1154.0906261025286,0.0,0,20,3780.0
3033.0,1154.0906261025286,0.0,0,20,3780.0
3034.0,1154.0906261025286,0.0,0,20,3780.0
3035.0,1154.0906261025286,0.0,0,20,3780.0
3036.0,1154.0906261025286,0.0,0,20,3780.0
3037.0,1154.0906261025286,0.0,0,20,3780.0
3038.0,1154.0906261025286,0.0,0,20,3780.0
3039.0,1154.0906261025286,0.0,0,20,3780.0
3040.0,1154.0906261025286,0.0,0,20,3780.0
3041.0,1154.0906261025286,0.0,0,20,3780.0
3042.0,1154.0906261025286,0.0,0,20,3780.0
3043.0,1154.0906261025286,0.0,0,20,3780.0
3044.0,1154.0906261025286,0.0,0,20,3780.0
3045.0,1154.0906261025286,0.0,0,20,3780.0
3046.0,1154.0906261025286,0.0,0,20,3780.0
3047.0,1154.0906261025286,0.0,0,20,3780.0
3048.0,1154.0906261025286,0.0,0,20,3780.0
3049.0,1154.0906261025286,0.0,0,20,3780.0
3050.0,1154.0906261025286,0.0,0,20,3780.0
3051.0,1154.0906261025286,0.0,0,20,3780.0
3052.0,1154.0906261025286,0.0,0,20,3780.0
3053.0,1154.0906261025286,0.0,0,20,3780.0
3054.0,1154.0906261025286,0.0,0,20,3780.0
3055.0,1154.0906261025286,0.0,0,20,3780.0
3056.0,1154.0906261025286,0.0,0,20,3780.0
3057.0,1154.0906261025286,0.0,0,20,3780.0
3058.0,1154.0906261025286,0.0,0,20,3780.0
3059.0,1154.0906261025286,0.0,0,20,3780.0
3060.0,1154.0906261025286,0.0,0,20,3780.0
3061.0,1154.0906261025286,0.0,0,20,3780.0
3062.0,1154.0906261025286,0.0,0,20,3780.0
3063.0,1154.0906261025286,0.0,0,20,3780.0
3064.0,1154.0906261025286,0.0,0,20,3780.0
3065.0,1154.0906261025286,0.0,0,20,3780.0
3066.0,1154.0906261025286,0.0,0,20,3780.0
3067.0,1154.0906261025286,0.0,0,20,3780.0
3068.0,1154.0906261025286,0.0,0,20,3780.0
3069.0,1154.0906261025286,0.0,0,20,3780.0
3070.0,1154.0906261025286,0.0,0,20,3780.0
3071.0,1154.0906261025286,0.0,0,20,3780.0
3072.0,1154.0906261025286,0.0,0,20,3780.0
3073.0,1154.0906261025286,0.0,0,20,3780.0
3074.0,1154.0906261025286,0.0,0,20,3780.0
3075.0,1154.0906261025286,0.0,0,20,3780.0
3076.0,1154.0906261025286,0.0,0,20,3780.0
3077.0,1154.0906261025286,0.0,0,20,3780.0
3078.0,1154.0906261025286,0.0,0,20,3780.0
3079.0,1154.0906261025286,0.0,0,20,3780.0
3080.0,1154.0906261025286,0.0,0,20,3780.0
3081.0,1154.0906261025286,0.0,0,20,3780.0
3082.0,1154.0906261025286,0.0,0,20,3780.0
3083.0,1154.0906261025286,0.0,0,20,3780.0
3084.0,1154.0906261025286,0.0,0,20,3780.0
3085.0,1154.0906261025286,0.0,0,20,3780.0
3086.0,1154.0906261025286,0.0,0,20,3780.0
3087.0,1154.0906261025286,0.0,0,20,3780.0
3088.0,1154.0906261025286,0.0,0,20,3780.0
3089.0,1154.0906261025286,0.0,0,20,3780.0
3090.0,1154.0906261025286,0.0,0,20,3780.0
3091.0,1154.0906261025286,0.0,0,20,3780.0
3092.0,1154.0906261025286,0.0,0,20,3780.0
3093.0,1154.0906261025286,0.0,0,20,3780.0
3094.0,1154.0906261025286,0.0,0,20,3780.0
3095.0,1154.0906261025286,0.0,0,20,3780.0
3096.0,1154.0906261025286,0.0,0,20,3780.0
3097.0,1154.0906261025286,0.0,0,20,3780.0
3098.0,1154.0906261025286,0.0,0,20,3780.0
3099.0,1154.0906261025286,0.0,0,20,3780.0
3100.0,1154.0906261025286,0.0,0,20,3780.0
3101.0,1154.0906261025286,0.0,0,20,3780.0
3102.0,1154.0906261025286,0.0,0,20,3780.0
3103.0,1154.0906261025286,0.0,0,20,3780.0
3104.0,1154.0906261025286,0.0,0,20,3780.0
3105.0,1154.0906261025286,0.0,0,20,3780.0
3106.0,1154.0906261025286,0.0,0,20,3780.0
3107.0,1154.0906261025286,0.0,0,20,3780.0
3108.0,1154.0906261025286,0.0,0,20,3780.0
3109.0,1154.0906261025286,0.0,0,20,3780.0
3110.0,1154.0906261025286,0.0,0,20,3780.0
3111.0,1154.0906261025286,0.0,0,20,3780.0
3112.0,1154.0906261025286,0.0,0,20,3780.0
3113.0,1154.0906261025286,0.0,0,20,3780.0
3114.0,1154.0906261025286,0.0,0,20,3780.0
3115.0,1154.0906261025286,0.0,0,20,3780.0
3116.0,1154.0906261025286,0.0,0,20,3780.0
3117.0,1154.0906261025286,0.0,0,20,3780.0
3118.0,1154.0906261025286,0.0,0,20,3780.0
3119.0,1154.0906261025286,0.0,0,20,3780.0
3120.0,1154.0906261025286,0.0,0,20,3780.0
3121.0,1154.0906261025286,0.0,0,20,3780.0
3122.0,1154.0906261025286,0.0,0,20,3780.0
3123.0,1154.0906261025286,0.0,0,20,3780.0
3124.0,1154.0906261025286,0.0,0,20,3780.0
3125.0,1154.0906261025286,0.0,0,20,3780.0
3126.0,1154.0906261025286,0.0,0,20,3780.0
3127.0,1154.0906261025286,0.0,0,20,3780.0
3128.0,1154.0906261025286,0.0,0,20,3780.0
3129.0,1154.0906261025286,0.0,0,20,3780.0
3130.0,1154.0906261025286,0.0,0,20,3780.0
3131.0,1154.0906261025286,0.0,0,20,3780.0
3132.0,1154.0906261025286,0.0,0,20,3780.0
3133.0,1154.0906261025286,0.0,0,20,3780.0
3134.0,1154.0906261025286,0.0,0,20,3780.0
3135.0,1154.0906261025286,0.0,0,20,3780.0
3136.0,1154.0906261025286,0.0,0,20,3780.0
3137.0,1154.0906261025286,0.0,0,20,3780.0
3138.0,1154.0906261025286,0.0,0,20,3780.0
3139.0,1154.0906261025286,0.0,0,20,3780.0
3140.0,1154.0906261025286,0.0,0,20,3780.0
3141.0,1154.0906261025286,0.0,0,20,3780.0
3142.0,1154.0906261025286,0.0,0,20,3780.0
3143.0,1154.0906261025286,0.0,0,20,3780.0
3144.0,1154.0906261025286,0.0,0,20,3780.0
3145.0,1154.0906261025286,0.0,0,20,3780.0
3146.0,1154.0906261025286,0.0,0,20,3780.0
3147.0,1154.0906261025286,0.0,0,20,3780.0
3148.0,1154.0906261025286,0.0,0,20,3780.0
3149.0,1154.0906261025286,0.0,0,20,3780.0
3150.0,1154.0906261025286,0.0,0,20,3780.0
3151.0,1154.0906261025286,0.0,0,20,3780.0
3152.0,1154.0906261025286,0.0,0,20,3780.0
3153.0,1154.0906261025286,0.0,0,20,3780.0
3154.0,1154.0906261025286,0.0,0,20,3780.0
3155.0,1154.0906261025286,0.0,0,20,3780.0
3156.0,1154.0906261025286,0.0,0,20,3780.0
3157.0,1154.0906261025286,0.0,0,20,3780.0
3158.0,1154.0906261025286,0.0,0,20,3780.0
3159.0,1154.0906261025286,0.0,0,20,3780.0
3160.0,1154.0906261025286,0.0,0,20,3780.0
3161.0,1154.0906261025286,0.0,0,20,3780.0
3162.0,1154.0906261025286,0.0,0,20,3780.0
3163.0,1154.0906261025286,0.0,0,20,3780.0
3164.0,1154.0906261025286,0.0,0,20,3780.0
3165.0,1154.0906261025286,0.0,0,20,3780.0
3166.0,1154.0906261025286,0.0,0,20,3780.0
3167.0,1154.0906261025286,0.0,0,20,3780.0
3168.0,1154.0906261025286,0.0,0,20,3780.0
3169.0,1154.0906261025286,0.0,0,20,3780.0
3170.0,1154.0906261025286,0.0,0,20,3780.0
3171.0,1154.0906261025286,0.0,0,20,3780.0
3172.0,1154.0906261025286,0.0,0,20,3780.0
3173.0,1154.0906261025286,0.0,0,20,3780.0
3174.0,1154.0906261025286,0.0,0,20,3780.0
3175.0,1154.0906261025286,0.0,0,20,3780.0
3176.0,1154.0906261025286,0.0,0,20,3780.0
3177.0,1154.0906261025286,0.0,0,20,3780.0
3178.0,1154.0906261025286,0.0,0,20,3780.0
3179.0,1154.0906261025286,0.0,0,20,3780.0
3180.0,1154.0906261025286,0.0,0,20,3780.0
3181.0,1154.0906261025286,0.0,0,20,3780.0
3182.0,1154.0906261025286,0.0,0,20,3780.0
3183.0,1154.0906261025286,0.0,0,20,3780.0
3184.0,1154.0906261025286,0.0,0,20,3780.0
3185.0,1154.0906261025286,0.0,0,20,3780.0
3186.0,1154.0906261025286,0.0,0,20,3780.0
3187.0,1154.0906261025286,0.0,0,20,3780.0
3188.0,1154.0906261025286,0.0,0,20,3780.0
3189.0,1154.0906261025286,0.0,0,20,3780.0
3190.0,1154.0906261025286,0.0,0,20,3780.0
3191.0,1154.0906261025286,0.0,0,20,3780.0
3192.0,1154.0906261025286,0.0,0,20,3780.0
3193.0,1154.0906261025286,0.0,0,20,3780.0
3194.0,1154.0906261025286,0.0,0,20,3780.0
3195.0,1154.0906261025286,0.0,0,20,3780.0
3196.0,1154.0906261025286,0.0,0,20,3780.0
3197.0,1154.0906261025286,0.0,0,20,3780.0
3198.0,1154.0906261025286,0.0,0,20,3780.0
3199.0,1154.0906261025286,0.0,0,20,3780.0
3200.0,1154.0906261025286,0.0,0,20,3780.0
3201.0,1154.0906261025286,0.0,0,20,3780.0
3202.0,1154.0906261025286,0.0,0,20,3780.0
3203.0,1154.0906261025286,0.0,0,20,3780.0
3204.0,1154.0906261025286,0.0,0,20,3780.0
3205.0,1154.0906261025286,0.0,0,20,3780.0
3206.0,1154.0906261025286,0.0,0,20,3780.0
3207.0,1154.0906261025286,0.0,0,20,3780.0
3208.0,1154.0906261025286,0.0,0,20,3780.0
3209.0,1154.0906261025286,0.0,0,20,3780.0
3210.0,1154.0906261025286,0.0,0,20,3780.0
3211.0,1154.0906261025286,0.0,0,20,3780.0
3212.0,1154.0906261025286,0.0,0,20,3780.0
3213.0,1154.0906261025286,0.0,0,20,3780.0
3214.0,1154.0906261025286,0.0,0,20,3780.0
3215.0,1154.0906261025286,0.0,0,20,3780.0
3216.0,1154.0906261025286,0.0,0,20,3780.0
3217.0,1154.0906261025286,0.0,0,20,3780.0
3218.0,1154.0906261025286,0.0,0,20,3780.0
3219.0,1154.0906261025286,0.0,0,20,3780.0
3220.0,1154.0906261025286,0.0,0,20,3780.0
3221.0,1154.0906261025286,0.0,0,20,3780.0
3222.0,1154.0906261025286,0.0,0,20,3780.0
3223.0,1154.0906261025286,0.0,0,20,3780.0
3224.0,1154.0906261025286,0.0,0,20,3780.0
3225.0,1154.0906261025286,0.0,0,20,3780.0
3226.0,1154.0906261025286,0.0,0,20,3780.0
3227.0,1154.0906261025286,0.0,0,20,3780.0
3228.0,1154.0906261025286,0.0,0,20,3780.0
3229.0,1154.0906261025286,0.0,0,20,3780.0
3230.0,1154.0906261025286,0.0,0,20,3780.0
3231.0,1154.0906261025286,0.0,0,20,3780.0
3232.0,1154.0906261025286,0.0,0,20,3780.0
3233.0,1154.0906261025286,0.0,0,20,3780.0
3234.0,1154.0906261025286,0.0,0,20,3780.0
3235.0,1154.0906261025286,0.0,0,20,3780.0
3236.0,1154.0906261025286,0.0,0,20,3780.0
3237.0,1154.0906261025286,0.0,0,20,3780.0
3238.0,1154.0906261025286,0.0,0,20,3780.0
3239.0,1154.0906261025286,0.0,0,20,3780.0
3240.0,1154.0906261025286,0.0,0,20,3780.0
3241.0,1154.0906261025286,0.0,0,20,3780.0
3242.0,1154.0906261025286,0.0,0,20,3780.0
3243.0,1154.0906261025286,0.0,0,20,3780.0
3244.0,1154.0906261025286,0.0,0,20,3780.0
3245.0,1154.0906261025286,0.0,0,20,3780.0
3246.0,1154.0906261025286,0.0,0,20,3780.0
3247.0,1154.0906261025286,0.0,0,20,3780.0
3248.0,1154.0906261025286,0.0,0,20,3780.0
3249.0,1154.0906261025286,0.0,0,20,3780.0
3250.0,1154.0906261025286,0.0,0,20,3780.0
3251.0,1154.0906261025286,0.0,0,20,3780.0
3252.0,1154.0906261025286,0.0,0,20,3780.0
3253.0,1154.0906261025286,0.0,0,20,3780.0
3254.0,1154.0906261025286,0.0,0,20,3780.0
3255.0,1154.0906261025286,0.0,0,20,3780.0
3256.0,1154.0906261025286,0.0,0,20,3780.0
3257.0,1154.0906261025286,0.0,0,20,3780.0
3258.0,1154.0906261025286,0.0,0,20,3780.0
3259.0,1154.0906261025286,0.0,0,20,3780.0
3260.0,1154.0906261025286,0.0,0,20,3780.0
3261.0,1154.0906261025286,0.0,0,20,3780.0
3262.0,1154.0906261025286,0.0,0,20,3780.0
3263.0,1154.0906261025286,0.0,0,20,3780.0
3264.0,1154.0906261025286,0.0,0,20,3780.0
3265.0,1154.0906261025286,0.0,0,20,3780.0
3266.0,1154.0906261025286,0.0,0,20,3780.0
3267.0,1154.0906261025286,0.0,0,20,3780.0
3268.0,1154.0906261025286,0.0,0,20,3780.0
3269.0,1154.0906261025286,0.0,0,20,3780.0
3270.0,1154.0906261025286,0.0,0,20,3780.0
3271.0,1154.0906261025286,0.0,0,20,3780.0
3272.0,1154.0906261025286,0.0,0,20,3780.0
3273.0,1154.0906261025286,0.0,0,20,3780.0
3274.0,1154.0906261025286,0.0,0,20,3780.0
3275.0,1154.0906261025286,0.0,0,20,3780.0
3276.0,1154.0906261025286,0.0,0,20,3780.0
3277.0,1154.0906261025286,0.0,0,20,3780.0
3278.0,1154.0906261025286,0.0,0,20,3780.0
3279.0,1154.0906261025286,0.0,0,20,3780.0
3280.0,1154.0906261025286,0.0,0,20,3780.0
3281.0,1154.0906261025286,0.0,0,20,3780.0
3282.0,1154.0906261025286,0.0,0,20,3780.0
3283.0,1154.0906261025286,0.0,0,20,3780.0
3284.0,1154.0906261025286,0.0,0,20,3780.0
3285.0,1154.0906261025286,0.0,0,20,3780.0
3286.0,1154.0906261025286,0.0,0,20,3780.0
3287.0,1154.0906261025286,0.0,0,20,3780.0
3288.0,1154.0906261025286,0.0,0,20,3780.0
3289.0,1154.0906261025286,0.0,0,20,3780.0
3290.0,1154.0906261025286,0.0,0,20,3780.0
3291.0,1154.0906261025286,0.0,0,20,3780.0
3292.0,1154.0906261025286,0.0,0,20,3780.0
3293.0,1154.0906261025286,0.0,0,20,3780.0
3294.0,1154.0906261025286,0.0,0,20,3780.0
3295.0,1154.0906261025286,0.0,0,20,3780.0
3296.0,1154.0906261025286,0.0,0,20,3780.0
3297.0,1154.0906261025286,0.0,0,20,3780.0
3298.0,1154.0906261025286,0.0,0,20,3780.0
3299.0,1154.0906261025286,0.0,0,20,3780.0
3300.0,1154.0906261025286,0.0,0,20,3780.0
3301.0,1154.0906261025286,0.0,0,20,3780.0
3302.0,1154.0906261025286,0.0,0,20,3780.0
3303.0,1154.0906261025286,0.0,0,20,3780.0
3304.0,1154.0906261025286,0.0,0,20,3780.0
3305.0,1154.0906261025286,0.0,0,20,3780.0
3306.0,1154.0906261025286,0.0,0,20,3780.0
3307.0,1154.0906261025286,0.0,0,20,3780.0
3308.0,1154.0906261025286,0.0,0,20,3780.0
3309.0,1154.0906261025286,0.0,0,20,3780.0
3310.0,1154.0906261025286,0.0,0,20,3780.0
3311.0,1154.0906261025286,0.0,0,20,3780.0
3312.0,1154.0906261025286,0.0,0,20,3780.0
3313.0,1154.0906261025286,0.0,0,20,3780.0
3314.0,1154.0906261025286,0.0,0,20,3780.0
3315.0,1154.0906261025286,0.0,0,20,3780.0
3316.0,1154.0906261025286,0.0,0,20,3780.0
3317.0,1154.0906261025286,0.0,0,20,3780.0
3318.0,1154.0906261025286,0.0,0,20,3780.0
3319.0,1154.0906261025286,0.0,0,20,3780.0
3320.0,1154.0906261025286,0.0,0,20,3780.0
3321.0,1154.0906261025286,0.0,0,20,3780.0
3322.0,1154.0906261025286,0.0,0,20,3780.0
3323.0,1154.0906261025286,0.0,0,20,3780.0
3324.0,1154.0906261025286,0.0,0,20,3780.0
3325.0,1154.0906261025286,0.0,0,20,3780.0
3326.0,1154.0906261025286,0.0,0,20,3780.0
3327.0,1154.0906261025286,0.0,0,20,3780.0
3328.0,1154.0906261025286,0.0,0,20,3780.0
3329.0,1154.0906261025286,0.0,0,20,3780.0
3330.0,1154.0906261025286,0.0,0,20,3780.0
3331.0,1154.0906261025286,0.0,0,20,3780.0
3332.0,1154.0906261025286,0.0,0,20,3780.0
3333.0,1154.0906261025286,0.0,0,20,3780.0
3334.0,1154.0906261025286,0.0,0,20,3780.0
3335.0,1154.0906261025286,0.0,0,20,3780.0
3336.0,1154.0906261025286,0.0,0,20,3780.0
3337.0,1154.0906261025286,0.0,0,20,3780.0
3338.0,1154.0906261025286,0.0,0,20,3780.0
3339.0,1154.0906261025286,0.0,0,20,3780.0
3340.0,1154.0906261025286,0.0,0,20,3780.0
3341.0,1154.0906261025286,0.0,0,20,3780.0
3342.0,1154.0906261025286,0.0,0,20,3780.0
3343.0,1154.0906261025286,0.0,0,20,3780.0
3344.0,1154.0906261025286,0.0,0,20,3780.0
3345.0,1154.0906261025286,0.0,0,20,3780.0
3346.0,1154.0906261025286,0.0,0,20,3780.0
